unnamed: 0_x,sex,row_number,liters_drunk,age,drink,check_number,label,is_alcoholic,session_evening,session_morning,unnamed: 0_y,session_start,session_category
91,0.0,15.0,5.0,adult,Beerbeer,123,1,1.0,False,False,8572,07:00:00.000,morning
92,1.0,3.0,0.0,senior,Water,6824,1,0.0,True,False,1014,08:42:00.000,morning
93,1.0,56.0,0.0,adult,Beerbeer,7045,1,1.0,False,True,8702,07:30:00.000,morning
94,1.0,48.0,2.0,child,Fanta,6760,1,0.0,False,True,5235,23:42:00.000,evening
96,0.0,47.0,1.0,child,Water,3086,0,0.0,True,False,2053,22:15:00.000,evening
97,0.0,71.0,4.0,adult,Bugbeer,4139,1,1.0,False,True,1155,14:00:00.000,day
101,1.0,96.0,2.4767786561264824,adult,Cola,7933,1,0.0,False,True,633,08:42:00.000,morning
102,0.0,79.0,4.0,senior,Strong beer,5563,0,-1.0,False,True,954,14:15:00.000,day
104,1.0,40.0,3.0,senior,Strong beer,9401,0,-1.0,False,True,1723,15:34:00.000,day
106,0.0,48.0,1.0,adult,Cola,1486,1,0.0,False,True,7716,22:30:00.000,evening
107,0.0,78.0,4.0,adult,Beerbeer,2855,1,1.0,True,False,427,08:42:00.000,morning
108,0.0,67.0,1.0,adult,Cola,2676,1,0.0,False,False,5074,21:00:00.000,evening
110,0.0,13.0,4.0,senior,Cola,7858,1,0.0,False,False,1935,15:34:00.000,day
112,0.0,89.0,1.0,adult,Cola,5555,0,0.0,False,True,6184,23:42:00.000,evening
113,0.0,39.0,5.0,adult,Fanta,4056,0,0.0,True,False,7174,22:30:00.000,evening
115,1.0,73.0,1.0,child,Cola,2453,0,0.0,False,True,5892,06:00:00.000,morning
116,0.0,100.0,0.0,adult,Fanta,5624,1,0.0,True,False,5708,21:00:00.000,evening
117,0.0,14.0,3.0,senior,Strong beer,2121,0,-1.0,True,False,6971,06:15:00.000,morning
118,0.0,4.0,4.0,adult,Bugbeer,2473,1,1.0,False,False,6847,15:34:00.000,day
121,1.0,27.0,3.0,adult,Strong beer,5953,0,-1.0,True,False,7775,21:00:00.000,evening
122,1.0,0.0,2.0,adult,Fanta,639,1,0.0,False,False,9572,06:00:00.000,morning
125,0.0,53.0,1.0,senior,Water,162,0,0.0,False,True,9902,14:15:00.000,day
126,0.0,2.0,3.0,adult,Water,6112,1,0.0,False,True,9022,06:15:00.000,morning
127,1.0,35.0,4.0,adult,Bugbeer,3139,1,1.0,True,False,2131,06:00:00.000,morning
128,0.0,19.0,3.0,senior,Strong beer,4709,0,-1.0,False,False,3037,23:42:00.000,evening
133,1.0,14.0,1.0,child,Fanta,5079,1,0.0,True,False,9784,23:42:00.000,evening
134,1.0,72.0,3.0,child,Water,5808,1,0.0,True,False,2930,22:15:00.000,evening
136,0.0,79.0,0.0,senior,Strong beer,5989,0,-1.0,False,True,2012,07:00:00.000,morning
137,1.0,58.0,0.0,senior,Cola,8066,0,0.0,False,True,303,22:15:00.000,evening
138,1.0,100.0,2.4767786561264824,senior,Water,2154,0,0.0,True,False,1706,06:15:00.000,morning
139,1.0,26.0,4.0,adult,Beerbeer,9388,1,1.0,False,False,8438,23:42:00.000,evening
140,0.0,30.0,1.0,adult,Strong beer,3260,1,-1.0,False,True,6599,21:00:00.000,evening
141,0.0,88.0,3.0,senior,Fanta,9580,0,0.0,False,False,5669,15:30:00.000,day
143,0.0,27.0,5.0,adult,Strong beer,3944,1,-1.0,False,True,17,22:30:00.000,evening
147,0.0,65.0,4.0,adult,Bugbeer,1652,1,1.0,False,False,3828,15:30:00.000,day
149,1.0,0.0,1.0,adult,Cola,830,0,0.0,False,True,3822,15:30:00.000,day
150,0.0,77.0,3.0,child,Water,4520,1,0.0,False,False,5107,22:30:00.000,evening
154,0.0,48.0,3.0,senior,Bugbeer,4408,0,1.0,False,False,2869,15:00:00.000,day
155,1.0,83.0,5.0,child,Water,8163,1,0.0,False,False,5493,15:30:00.000,day
158,1.0,29.0,2.4767786561264824,senior,Fanta,2608,0,0.0,True,False,8203,08:42:00.000,morning
159,0.0,87.0,2.0,adult,Bugbeer,745,1,1.0,False,False,6140,06:15:00.000,morning
160,1.0,100.0,3.0,senior,Cola,5595,0,0.0,False,False,4338,08:42:00.000,morning
161,0.0,100.0,5.0,adult,Cola,2294,1,0.0,True,False,1932,07:30:00.000,morning
163,1.0,42.0,2.0,adult,Water,2595,0,0.0,True,False,2022,15:00:00.000,day
165,1.0,70.0,3.0,senior,Fanta,5902,1,0.0,False,False,9158,23:42:00.000,evening
166,0.0,7.0,2.0,child,Cola,4800,1,0.0,False,True,3451,14:15:00.000,day
167,1.0,8.0,0.0,adult,Water,9859,1,0.0,False,False,1951,21:00:00.000,evening
168,1.0,96.0,2.0,adult,Water,7648,0,0.0,False,False,9982,07:00:00.000,morning
169,1.0,23.0,5.0,senior,Strong beer,3011,1,-1.0,False,True,9943,22:30:00.000,evening
170,1.0,16.0,2.0,adult,Bugbeer,6912,0,1.0,False,True,6238,15:34:00.000,day
172,0.0,44.0,4.0,adult,Cola,937,0,0.0,False,True,4940,06:00:00.000,morning
174,1.0,93.0,1.0,adult,Cola,9303,0,0.0,False,True,9607,07:00:00.000,morning
176,1.0,16.0,3.0,senior,Strong beer,3750,1,-1.0,False,True,6947,15:30:00.000,day
178,0.0,9.0,5.0,adult,Strong beer,2367,1,-1.0,True,False,7593,06:15:00.000,morning
181,0.0,9.0,0.0,senior,Water,7185,1,0.0,False,False,1215,08:42:00.000,morning
182,1.0,45.0,2.0,adult,Strong beer,7959,1,-1.0,True,False,5110,23:42:00.000,evening
183,1.0,30.0,5.0,adult,Fanta,2546,1,0.0,True,False,3648,22:30:00.000,evening
184,0.0,17.0,0.0,senior,Cola,2193,0,0.0,False,True,6090,23:42:00.000,evening
185,1.0,9.0,3.0,senior,Strong beer,7851,1,-1.0,True,False,334,15:34:00.000,day
186,1.0,98.0,2.4767786561264824,senior,Cola,1411,1,0.0,True,False,7865,21:00:00.000,evening
187,0.0,77.0,4.0,senior,Cola,907,0,0.0,False,True,4970,06:15:00.000,morning
188,1.0,27.0,2.0,adult,Water,8777,1,0.0,False,False,8432,07:00:00.000,morning
190,1.0,91.0,4.0,senior,Fanta,8738,0,0.0,False,True,2888,06:15:00.000,morning
191,1.0,24.0,0.0,senior,Strong beer,6615,1,-1.0,True,False,6034,07:30:00.000,morning
192,0.0,41.0,5.0,child,Fanta,4945,1,0.0,True,False,3080,06:00:00.000,morning
193,0.0,91.0,1.0,senior,Fanta,9076,0,0.0,True,False,1716,15:00:00.000,day
195,0.0,12.0,0.0,adult,Beerbeer,3502,0,1.0,False,False,9060,15:34:00.000,day
196,1.0,82.0,4.0,senior,Beerbeer,5950,1,1.0,False,True,8935,06:15:00.000,morning
197,1.0,8.0,2.0,adult,Cola,9518,1,0.0,False,True,6493,23:42:00.000,evening
198,0.0,94.0,5.0,senior,Bugbeer,5689,1,1.0,False,False,5144,21:00:00.000,evening
199,0.0,59.0,1.0,senior,Cola,2048,0,0.0,False,False,3494,14:00:00.000,day
201,0.0,23.0,4.0,adult,Strong beer,8392,1,-1.0,True,False,2661,23:42:00.000,evening
202,1.0,70.0,2.4767786561264824,adult,Water,4303,0,0.0,False,True,1739,21:00:00.000,evening
203,1.0,2.0,1.0,adult,Beerbeer,2561,0,1.0,False,False,9016,07:00:00.000,morning
204,1.0,100.0,2.4767786561264824,adult,Bugbeer,3639,0,1.0,True,False,8304,06:00:00.000,morning
206,1.0,85.0,1.0,adult,Water,5586,0,0.0,True,False,8921,14:15:00.000,day
207,0.0,43.0,2.0,senior,Bugbeer,7009,1,1.0,True,False,2859,22:30:00.000,evening
208,0.0,81.0,5.0,senior,Water,8532,0,0.0,True,False,608,22:15:00.000,evening
209,0.0,86.0,3.0,child,Water,9526,0,0.0,False,True,7250,06:00:00.000,morning
211,1.0,50.0,4.0,senior,Water,8961,1,0.0,True,False,1538,15:34:00.000,day
213,0.0,64.0,0.0,senior,Water,3133,1,0.0,False,False,4590,06:00:00.000,morning
216,0.0,20.0,0.0,senior,Strong beer,3653,1,-1.0,True,False,3273,07:00:00.000,morning
217,0.0,4.0,4.0,senior,Cola,4122,1,0.0,False,True,1657,06:15:00.000,morning
218,1.0,89.0,4.0,senior,Strong beer,4605,1,-1.0,True,False,2304,06:15:00.000,morning
219,1.0,35.0,3.0,adult,Cola,341,1,0.0,False,False,5016,14:00:00.000,day
220,1.0,7.0,2.0,senior,Strong beer,9467,0,-1.0,False,True,7873,07:00:00.000,morning
221,1.0,86.0,4.0,adult,Strong beer,223,1,-1.0,True,False,3935,07:00:00.000,morning
222,1.0,14.0,5.0,adult,Bugbeer,3641,1,1.0,False,True,4210,06:15:00.000,morning
223,1.0,64.0,3.0,senior,Cola,8099,0,0.0,False,False,3299,07:00:00.000,morning
224,1.0,42.0,1.0,senior,Fanta,1160,0,0.0,False,True,2897,07:00:00.000,morning
225,1.0,57.0,3.0,adult,Strong beer,7139,1,-1.0,False,False,1091,23:42:00.000,evening
228,1.0,75.0,0.0,adult,Cola,7807,1,0.0,False,False,9641,23:42:00.000,evening
229,0.0,95.0,4.0,adult,Bugbeer,3321,1,1.0,True,False,6281,23:42:00.000,evening
230,0.0,54.0,2.0,child,Fanta,31,1,0.0,False,False,2973,14:15:00.000,day
232,0.0,64.0,0.0,adult,Strong beer,8879,1,-1.0,True,False,8341,07:00:00.000,morning
233,1.0,36.0,0.0,adult,Bugbeer,1165,0,1.0,False,False,3359,23:42:00.000,evening
235,1.0,64.0,1.0,adult,Fanta,1699,0,0.0,False,True,5883,07:00:00.000,morning
237,0.0,72.0,3.0,senior,Water,1988,0,0.0,False,False,9835,07:00:00.000,morning
238,0.0,42.0,0.0,adult,Bugbeer,4879,1,1.0,False,False,6174,23:42:00.000,evening
239,0.0,55.0,4.0,senior,Cola,4386,0,0.0,False,True,696,22:15:00.000,evening
241,1.0,95.0,0.0,child,Water,4529,1,0.0,False,True,664,07:30:00.000,morning
242,1.0,94.0,4.0,senior,Strong beer,9452,0,-1.0,True,False,6979,15:30:00.000,day
243,1.0,31.0,0.0,senior,Cola,7612,0,0.0,True,False,4149,14:15:00.000,day
244,0.0,99.0,0.0,adult,Cola,562,1,0.0,False,True,9799,15:30:00.000,day
245,1.0,66.0,2.0,senior,Fanta,9291,1,0.0,False,False,6924,06:15:00.000,morning
246,1.0,22.0,0.0,senior,Bugbeer,4102,1,1.0,False,True,4265,15:00:00.000,day
247,0.0,84.0,0.0,senior,Strong beer,9249,1,-1.0,False,True,5513,15:30:00.000,day
249,1.0,93.0,0.0,adult,Strong beer,8858,0,-1.0,True,False,113,23:42:00.000,evening
250,0.0,97.0,5.0,adult,Fanta,8872,0,0.0,True,False,2397,07:00:00.000,morning
251,1.0,62.0,5.0,senior,Bugbeer,15,1,1.0,True,False,6058,06:15:00.000,morning
252,1.0,74.0,3.0,senior,Water,5352,0,0.0,False,True,1285,22:30:00.000,evening
254,0.0,87.0,1.0,adult,Bugbeer,9201,1,1.0,True,False,8342,06:15:00.000,morning
255,1.0,77.0,4.0,child,Fanta,3619,1,0.0,False,True,1232,07:00:00.000,morning
257,0.0,79.0,0.0,senior,Bugbeer,2814,0,1.0,False,True,6798,15:00:00.000,day
258,0.0,34.0,3.0,adult,Water,4853,0,0.0,False,True,9512,14:15:00.000,day
259,1.0,81.0,0.0,adult,Beerbeer,4028,1,1.0,False,True,8102,23:42:00.000,evening
260,1.0,16.0,5.0,adult,Bugbeer,7221,1,1.0,False,True,3847,08:42:00.000,morning
263,0.0,35.0,3.0,adult,Bugbeer,1379,1,1.0,False,False,7332,07:30:00.000,morning
266,1.0,4.0,4.0,senior,Water,7259,1,0.0,False,False,9177,07:00:00.000,morning
267,1.0,7.0,5.0,adult,Bugbeer,4854,1,1.0,False,False,1944,22:15:00.000,evening
268,1.0,6.0,1.0,adult,Water,6746,1,0.0,True,False,5116,06:15:00.000,morning
269,0.0,4.0,3.0,senior,Water,5834,0,0.0,True,False,7748,21:00:00.000,evening
270,1.0,2.0,1.0,adult,Cola,6826,1,0.0,True,False,5404,21:00:00.000,evening
271,0.0,42.0,4.0,adult,Beerbeer,3698,1,1.0,False,True,6139,15:00:00.000,day
273,1.0,62.0,0.0,child,Water,4676,1,0.0,True,False,8620,21:00:00.000,evening
274,1.0,27.0,0.0,adult,Fanta,4673,1,0.0,True,False,5624,15:34:00.000,day
275,1.0,93.0,1.0,adult,Bugbeer,8377,1,1.0,True,False,5551,07:30:00.000,morning
276,1.0,69.0,5.0,senior,Strong beer,4076,1,-1.0,False,False,4669,15:34:00.000,day
277,1.0,38.0,3.0,adult,Bugbeer,4980,0,1.0,False,True,2677,22:30:00.000,evening
282,0.0,96.0,2.0,senior,Water,426,0,0.0,False,True,5884,14:15:00.000,day
284,0.0,50.0,3.0,senior,Beerbeer,4204,0,1.0,False,True,931,21:00:00.000,evening
286,1.0,67.0,0.0,senior,Bugbeer,7754,1,1.0,False,False,707,14:15:00.000,day
288,1.0,78.0,2.4767786561264824,senior,Strong beer,8091,0,-1.0,False,False,5512,15:30:00.000,day
291,1.0,74.0,5.0,senior,Strong beer,4588,0,-1.0,False,False,689,21:00:00.000,evening
293,1.0,20.0,0.0,senior,Strong beer,1919,1,-1.0,True,False,8672,21:00:00.000,evening
295,0.0,42.0,0.0,adult,Fanta,6891,0,0.0,True,False,9719,06:00:00.000,morning
296,1.0,17.0,5.0,adult,Cola,4448,0,0.0,True,False,9474,06:15:00.000,morning
297,1.0,24.0,4.0,senior,Bugbeer,2022,0,1.0,False,False,3874,14:00:00.000,day
298,1.0,52.0,5.0,adult,Water,1925,1,0.0,False,True,4065,06:00:00.000,morning
299,0.0,70.0,0.0,senior,Strong beer,4626,1,-1.0,True,False,7715,07:00:00.000,morning
301,1.0,65.0,1.0,adult,Cola,2145,0,0.0,True,False,5526,21:00:00.000,evening
302,1.0,52.0,2.4767786561264824,child,Water,4201,1,0.0,False,False,4608,14:00:00.000,day
303,0.0,96.0,2.0,adult,Strong beer,7376,0,-1.0,False,True,1071,15:00:00.000,day
304,1.0,29.0,0.0,senior,Strong beer,316,1,-1.0,False,False,394,07:30:00.000,morning
305,0.0,42.0,2.0,adult,Beerbeer,5432,0,1.0,True,False,1575,21:00:00.000,evening
307,1.0,76.0,1.0,adult,Fanta,960,0,0.0,False,False,6135,06:15:00.000,morning
310,0.0,94.0,2.4767786561264824,senior,Fanta,3715,0,0.0,False,True,5457,15:34:00.000,day
311,0.0,80.0,1.0,adult,Bugbeer,2203,1,1.0,True,False,1473,08:42:00.000,morning
313,1.0,61.0,2.4767786561264824,adult,Water,5479,0,0.0,False,True,7229,14:15:00.000,day
314,0.0,53.0,2.4767786561264824,adult,Fanta,4113,1,0.0,False,True,4614,07:30:00.000,morning
316,0.0,55.0,5.0,adult,Water,1126,0,0.0,False,False,9826,14:00:00.000,day
317,0.0,52.0,0.0,senior,Beerbeer,8167,0,1.0,False,False,9442,14:15:00.000,day
319,1.0,31.0,4.0,adult,Cola,9486,1,0.0,False,True,2893,06:15:00.000,morning
320,1.0,69.0,2.0,senior,Beerbeer,5954,1,1.0,False,False,9042,07:30:00.000,morning
322,1.0,48.0,4.0,child,Fanta,3534,0,0.0,False,False,2991,06:15:00.000,morning
323,0.0,10.0,4.0,senior,Beerbeer,3274,1,1.0,False,False,4463,21:00:00.000,evening
325,1.0,76.0,5.0,child,Fanta,6094,1,0.0,False,True,1505,22:30:00.000,evening
326,0.0,38.0,2.0,adult,Bugbeer,6488,1,1.0,True,False,4006,14:00:00.000,day
327,1.0,60.0,4.0,senior,Fanta,3246,1,0.0,False,False,1714,21:00:00.000,evening
328,1.0,73.0,5.0,child,Water,2410,1,0.0,True,False,8364,07:00:00.000,morning
329,1.0,37.0,5.0,senior,Bugbeer,1069,1,1.0,False,True,1252,06:15:00.000,morning
330,0.0,1.0,5.0,senior,Cola,8251,1,0.0,False,True,88,14:15:00.000,day
331,1.0,29.0,5.0,adult,Strong beer,9898,1,-1.0,True,False,5334,23:42:00.000,evening
332,0.0,84.0,0.0,senior,Fanta,8195,0,0.0,True,False,4156,06:15:00.000,morning
333,1.0,12.0,5.0,adult,Water,9141,0,0.0,True,False,5975,15:34:00.000,day
335,0.0,35.0,2.0,senior,Beerbeer,5641,1,1.0,True,False,5137,22:15:00.000,evening
336,1.0,66.0,3.0,senior,Water,6879,0,0.0,False,True,7388,15:30:00.000,day
337,1.0,20.0,1.0,senior,Bugbeer,9838,0,1.0,True,False,911,23:42:00.000,evening
338,1.0,83.0,1.0,adult,Strong beer,8715,1,-1.0,True,False,4903,21:00:00.000,evening
339,1.0,77.0,2.4767786561264824,child,Fanta,9693,1,0.0,True,False,404,14:15:00.000,day
340,1.0,40.0,2.0,child,Water,7171,0,0.0,False,False,2675,14:15:00.000,day
341,1.0,80.0,4.0,adult,Cola,4461,1,0.0,False,False,2181,14:00:00.000,day
342,1.0,93.0,2.0,senior,Strong beer,987,0,-1.0,False,False,1159,06:00:00.000,morning
343,1.0,45.0,0.0,senior,Cola,3007,0,0.0,False,False,674,21:00:00.000,evening
344,0.0,16.0,2.4767786561264824,senior,Cola,145,1,0.0,False,True,594,06:00:00.000,morning
345,0.0,44.0,1.0,adult,Strong beer,3550,0,-1.0,False,True,273,14:00:00.000,day
346,0.0,30.0,1.0,adult,Water,4365,1,0.0,False,False,740,22:15:00.000,evening
348,0.0,38.0,0.0,adult,Beerbeer,9269,1,1.0,False,True,9088,06:00:00.000,morning
349,1.0,51.0,0.0,adult,Fanta,5374,0,0.0,False,False,8729,08:42:00.000,morning
351,0.0,100.0,2.4767786561264824,adult,Beerbeer,5011,1,1.0,False,True,2264,06:00:00.000,morning
353,0.0,86.0,2.0,adult,Bugbeer,7367,1,1.0,False,False,972,07:30:00.000,morning
355,1.0,89.0,3.0,adult,Strong beer,2920,1,-1.0,False,False,3438,22:30:00.000,evening
356,1.0,55.0,4.0,adult,Fanta,297,1,0.0,False,True,1515,06:15:00.000,morning
357,0.0,77.0,1.0,child,Water,1407,0,0.0,False,False,5743,22:30:00.000,evening
358,1.0,36.0,2.0,senior,Beerbeer,2187,1,1.0,True,False,8160,08:42:00.000,morning
359,0.0,54.0,4.0,senior,Beerbeer,2180,1,1.0,True,False,9313,07:30:00.000,morning
360,0.0,98.0,2.0,senior,Beerbeer,1720,1,1.0,False,False,9584,08:42:00.000,morning
361,0.0,28.0,0.0,child,Fanta,3886,0,0.0,False,False,1043,06:15:00.000,morning
365,1.0,87.0,2.0,adult,Beerbeer,5297,1,1.0,False,True,3962,21:00:00.000,evening
367,1.0,20.0,3.0,adult,Cola,7435,1,0.0,False,False,8355,06:15:00.000,morning
368,1.0,76.0,1.0,adult,Beerbeer,2388,1,1.0,False,True,4385,14:00:00.000,day
369,0.0,10.0,3.0,child,Cola,1464,0,0.0,False,True,2295,15:00:00.000,day
370,0.0,8.0,1.0,adult,Bugbeer,3204,1,1.0,True,False,1729,14:15:00.000,day
373,1.0,71.0,5.0,adult,Bugbeer,4098,1,1.0,False,False,5764,15:34:00.000,day
374,1.0,86.0,3.0,child,Fanta,4393,1,0.0,False,False,1668,22:30:00.000,evening
376,1.0,67.0,2.0,adult,Bugbeer,2368,0,1.0,True,False,4189,23:42:00.000,evening
377,0.0,100.0,2.4767786561264824,senior,Beerbeer,1586,0,1.0,False,False,7645,22:30:00.000,evening
378,0.0,85.0,3.0,adult,Bugbeer,4982,1,1.0,False,True,1105,14:15:00.000,day
379,0.0,13.0,4.0,adult,Water,3170,1,0.0,False,False,9504,22:15:00.000,evening
381,1.0,21.0,0.0,senior,Fanta,2325,1,0.0,True,False,142,07:30:00.000,morning
382,1.0,71.0,2.0,senior,Water,9619,1,0.0,True,False,2184,06:15:00.000,morning
383,1.0,89.0,4.0,senior,Cola,6167,0,0.0,False,True,5716,15:34:00.000,day
384,0.0,59.0,3.0,adult,Fanta,2481,0,0.0,True,False,4370,06:15:00.000,morning
388,1.0,67.0,0.0,senior,Bugbeer,895,0,1.0,False,False,4187,08:42:00.000,morning
389,0.0,83.0,2.4767786561264824,adult,Water,4743,0,0.0,False,True,6470,15:34:00.000,day
391,1.0,86.0,1.0,senior,Strong beer,5003,0,-1.0,True,False,3722,15:34:00.000,day
392,0.0,92.0,3.0,adult,Beerbeer,6686,1,1.0,False,False,1732,06:00:00.000,morning
393,1.0,18.0,1.0,adult,Cola,8125,0,0.0,False,True,9529,14:00:00.000,day
396,1.0,45.0,3.0,child,Cola,2414,0,0.0,False,False,2508,15:34:00.000,day
398,1.0,100.0,5.0,senior,Water,6820,1,0.0,False,False,409,23:42:00.000,evening
399,0.0,28.0,0.0,child,Water,125,1,0.0,False,True,2301,15:00:00.000,day
400,0.0,65.0,4.0,adult,Water,3076,1,0.0,False,True,8289,21:00:00.000,evening
